lib	name	group
PLAbzqpR304747-757	GL670	G1
PLAbzqpR304748-758	GL671	G1
PLAbzqpR304749-759	GL672	G1
PLAbzqpR304750-760	GL673	G1
PLAbzqpR304751-761	GL674	G1
PLAbzqpR304752-764	GL675	G1
PLAbzqpR304753-765	GL676	G1
PLAbzqpR304754-766	GL677	G1
PLAbzqpR304755-767	GL678	G1
PLAbzqpR304756-768	GL679	G1
PLAbzqpR304757-769	GL680	G1
PLAbzqpR304758-770	GL681	G1
PLAbzqpR304759-771	GL682	G1
PLAbzqpR304760-401	GL683	G1
PLAbzqpR304761-402	GL684	G1
PLAbzqpR304762-403	GL685	G1
PLAbzqpR304763-404	GL686	G1
PLAbzqpR304764-405	GL687	G1
PLAbzqpR304765-406	GL688	G1
PLAbzqpR304766-407	GL689	G1
PLAbzqpR304767-409	GL690	G1
PLAbzqpR304768-410	GL691	G1
PLAbzqpR304769-411	GL692	G1
PLAbzqpR304770-412	GL693	G1
PLAbzqpR304771-413	GL694	G1
PLAbzqpR304772-414	GL695	G1
PLAbzqpR304773-415	GL696	G1
PLAbzqpR304774-416	GL697	G1
PLAbzqpR304775-602	GL698	G1
PLAbzqpR304776-603	GL699	G1
PLAbzqpR304777-604	GL700	G1
PLAbzqpR304778-605	GL701	G1
PLAbzqpR304779-607	GL702	G1
PLAbzqpR304780-608	GL703	G1
PLAbzqpR304781-609	GL704	G1
PLAbzqpR304782-610	GL705	G1
PLAbzqpR304783-611	GL706	G1
PLAbzqpR304784-612	GL707	G1
PLAbzqpR304785-613	GL708	G1
PLAbzqpR304786-614	GL709	G1
PLAbzqpR304788-618	GL710	G1
PLAbzqpR304789-619	GL711	G1
PLAbzqpR304790-620	GL712	G1
PLAbzqpR304791-621	GL713	G1
PLAbzqpR304792-622	GL714	G1
PLAbzqpR304793-623	GL715	G1
PLAbzqpR304794-624	GL716	G1
PLAbzqpR304795-625	GL717	G1
PLAbzqpR304796-626	GL718	G1
